cnpj;dt_abertura;de_cnae_principal;de_ramo_atividade;de_setor;endereco_municipio;endereco_uf;endereco_regiao;situacao_cadastral;empresa_porte;optante_simples;optante_simei;nivel_atividade;saude_tributaria
29601413000103;2018-02-02;COMERCIO VAREJISTA DE MADEIRA E ARTEFATOS;VAREJO;COMERCIO;RIO DO CAMPO;SC;SUL;ATIVA;;;;;
08615547000103;2007-01-25;CULTIVO DE FLORES E PLANTAS ORNAMENTAIS;PRODUTOS DE AGROPECUARIA;AGROPECUARIA;MIRACATU;SP;SUDESTE;ATIVA;;;;;
05978383000190;2003-11-05;SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES;VAREJO;COMERCIO;PAULO DE FARIA;SP;SUDESTE;ATIVA;;;;;
45040753000169;2022-01-27;FABRICACAO DE PRODUTOS DE PADARIA E CONFEITARIA COM PREDOMINANCIA DE PRODUCAO PROPRIA;BENS DE CONSUMO;INDUSTRIA;CURITIBA;PR;SUL;ATIVA;;;;;
45049259000165;2022-01-27;ATIVIDADES DE PRODUCAO DE FOTOGRAFIAS EXCETO AEREA E SUBMARINA;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;SAO PAULO;SP;SUDESTE;ATIVA;;;;;
47333746000180;2022-07-28;SERVICOS DE MALOTE NAO REALIZADOS PELO CORREIO NACIONAL;TRANSPORTE;SERVICOS;SERRA;ES;SUDESTE;ATIVA;;;;;
46261140000114;2022-05-04;CABELEIREIROS MANICURE E PEDICURE;SERVICOS DIVERSOS;SERVICOS;JUIZ DE FORA;MG;SUDESTE;ATIVA;;;;;
38289680000188;2020-08-31;SERVICOS DE USINAGEM TORNEARIA E SOLDA;SIDERURGICA-METALURGIA;INDUSTRIA;TREMEMBE;SP;SUDESTE;ATIVA;;;;;
27482184000120;2017-04-06;TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL;SERVICOS DE EDUCACAO;SERVICOS;CAMPINAS;SP;SUDESTE;ATIVA;;;;;
42327457000155;2021-06-15;INSTALACAO E MANUTENCAO ELETRICA;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;TERESINA;PI;NORDESTE;ATIVA;;;;;
37476548000112;2020-06-20;CONFECCAO DE PECAS DE VESTUARIO EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA;BENS DE CONSUMO;INDUSTRIA;CHAPADAO DO SUL;MS;CENTRO-OESTE;ATIVA;;;;;
22630647000130;2015-06-11;OBRAS DE ALVENARIA;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;SAO PAULO;SP;SUDESTE;ATIVA;;;;;
35955171000230;2021-09-01;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS MINIMERCADOS MERCEARIAS E ARMAZENS DISPENSADA;VAREJO;COMERCIO;CURIMATA;PI;NORDESTE;ATIVA;;;;;
36161823000146;2020-01-28;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA;SERVICOS DIVERSOS;SERVICOS;SANTA CRUZ DAS PALMEIRAS;SP;SUDESTE;ATIVA;;;;;
35330387000129;2019-10-28;OUTRAS ATIVIDADES DE ENSINO NAO ESPECIFICADAS ANTERIORMENTE;SERVICOS DE EDUCACAO;SERVICOS;CARAPICUIBA;SP;SUDESTE;ATIVA;;;;;
34714400000180;2019-08-30;RESTAURANTES E SIMILARES;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;BRASNORTE;MT;CENTRO-OESTE;ATIVA;;;;;
28083956000113;2017-07-01;CURSOS PREPARATORIOS PARA CONCURSOS;SERVICOS DE EDUCACAO;SERVICOS;MOGI GUACU;SP;SUDESTE;ATIVA;;;;;
01346418000118;1996-08-01;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MEDICAMENTOS COSMETICOS E PRODUTOS DE PERFUMARIA;ATACADO;COMERCIO;EUSEBIO;CE;NORDESTE;ATIVA;;;;;
26674981000146;2016-12-07;LANCHONETES CASAS DE CHA DE SUCOS E SIMILARES;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;TEIXEIRA DE FREITAS;BA;NORDESTE;ATIVA;;;;;
28289818000195;2017-07-28;CABELEIREIROS MANICURE E PEDICURE;SERVICOS DIVERSOS;SERVICOS;BERTIOGA;SP;SUDESTE;ATIVA;;;;;
03629407000251;2007-12-14;COMERCIO A VAREJO DE AUTOMOVEIS CAMIONETAS E UTILITARIOS NOVOS;VAREJO;COMERCIO;BOITUVA;SP;SUDESTE;ATIVA;;;;;
09055791000121;2007-07-02;CRIACAO DE BOVINOS PARA CORTE;PRODUTOS DE AGROPECUARIA;AGROPECUARIA;PRESIDENTE PRUDENTE;SP;SUDESTE;ATIVA;;;;;
45103588000147;2022-01-31;SERVICOS ADVOCATICIOS DISPENSADA;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;SAO PAULO;SP;SUDESTE;ATIVA;;;;;
08389303000230;2006-10-30;CULTIVO DE CANA DE ACUCAR;PRODUTOS DE AGROPECUARIA;AGROPECUARIA;ESPIRITO SANTO DO TURVO;SP;SUDESTE;ATIVA;;;;;
31550483000121;2018-09-19;ATIVIDADES DE ATENCAO AMBULATORIAL NAO ESPECIFICADAS ANTERIORMENTE;SERVICOS DE SAUDE;SERVICOS;SANTO ANDRE;SP;SUDESTE;ATIVA;;;;;
18137576000241;2017-02-09;PADARIA E CONFEITARIA COM PREDOMINANCIA DE REVENDA;VAREJO;COMERCIO;SALVADOR;BA;NORDESTE;ATIVA;;;;;
34748362000187;2019-09-03;OBRAS DE ALVENARIA;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;VITORIA DO XINGU;PA;NORTE;ATIVA;;;;;
21685750000114;2015-01-15;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL;VAREJO;COMERCIO;SANTA CRUZ DE SALINAS;MG;SUDESTE;ATIVA;;;;;
43932098000128;2021-10-19;ATIVIDADES DE FORNECIMENTO DE INFRA ESTRUTURA DE APOIO E ASSISTENCIA A PACIENTE NO DOMICILIO;SERVICOS DE SAUDE;SERVICOS;MADRE DE DEUS;BA;NORDESTE;ATIVA;;;;;
27344448000189;2017-03-20;COMERCIO POR ATACADO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;VAREJO;COMERCIO;SINOP;MT;CENTRO-OESTE;ATIVA;;;;;
28705845000100;2017-09-22;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;CACERES;MT;CENTRO-OESTE;ATIVA;;;;;
23736847000134;2015-11-25;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;SAO JOSE DE RIBAMAR;MA;NORDESTE;ATIVA;;;;;
32402012000139;2019-01-09;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA;SERVICOS DIVERSOS;SERVICOS;QUEVEDOS;RS;SUL;ATIVA;;;;;
18416783000154;2013-07-03;ATIVIDADES DE CONSULTORIA EM GESTAO EMPRESARIAL EXCETO CONSULTORIA TECNICA ESPECIFICA;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;JABOTICABAL;SP;SUDESTE;ATIVA;;;;;
20989354000118;2014-09-05;SERVICOS COMBINADOS DE ESCRITORIO E APOIO ADMINISTRATIVO;SERVICOS ADMINISTRATIVOS;SERVICOS;JEQUIE;BA;NORDESTE;ATIVA;;;;;
43638926000110;2021-09-23;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL;VAREJO;COMERCIO;SAO CARLOS;SP;SUDESTE;ATIVA;;;;;
35945127000168;2020-01-09;RESTAURANTES E SIMILARES;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;CAMPINAS;SP;SUDESTE;ATIVA;;;;;
46943283000106;2022-06-28;TRANSPORTE RODOVIARIO DE CARGA EXCETO PRODUTOS PERIGOSOS E MUDANCAS INTERMUNICIPAL INTERESTADUAL E INTERNACIONAL;TRANSPORTE;SERVICOS;SAO JOSE DOS PINHAIS;PR;SUL;ATIVA;;;;;
45016335000136;2022-01-26;CABELEIREIROS MANICURE E PEDICURE;SERVICOS DIVERSOS;SERVICOS;AGUAS LINDAS DE GOIAS;GO;CENTRO-OESTE;ATIVA;;;;;
45286877000129;2022-02-14;SERVICO DE TAXI;TRANSPORTE;SERVICOS;SAO PAULO;SP;SUDESTE;ATIVA;;;;;
45442520000192;2022-02-24;INSTALACAO E MANUTENCAO ELETRICA;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;PORTO VELHO;RO;NORTE;ATIVA;;;;;
45805167000168;2022-03-28;OBRAS DE ALVENARIA;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;SOROCABA;SP;SUDESTE;ATIVA;;;;;
47427108000129;2022-08-04;TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL;SERVICOS DE EDUCACAO;SERVICOS;CAMPO GRANDE;MS;CENTRO-OESTE;ATIVA;;;;;
47032041000123;2022-07-05;ALUGUEL DE MOVEIS UTENSILIOS E APARELHOS DE USO DOMESTICO E PESSOAL INSTRUMENTOS MUSICAIS;SERVICOS ADMINISTRATIVOS;SERVICOS;VILA VELHA;ES;SUDESTE;ATIVA;;;;;
29207887000175;2017-12-05;LANCHONETES CASAS DE CHA DE SUCOS E SIMILARES;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;TATUI;SP;SUDESTE;ATIVA;;;;;
27739179000150;2017-05-11;TRANSPORTE RODOVIARIO DE CARGA EXCETO PRODUTOS PERIGOSOS E MUDANCAS INTERMUNICIPAL INTERESTADUAL E INTERNACIONAL;TRANSPORTE;SERVICOS;SALVADOR;BA;NORDESTE;ATIVA;;;;;
47032721000147;2022-07-05;PROMOCAO DE VENDAS;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;TRES DE MAIO;RS;SUL;ATIVA;;;;;
04860420000107;2001-10-31;ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS;SERVICOS DIVERSOS;SERVICOS;CORUMBA;MS;CENTRO-OESTE;ATIVA;;;;;
28537682000195;2017-08-30;ATIVIDADES DE CONSULTORIA EM GESTAO EMPRESARIAL EXCETO CONSULTORIA TECNICA ESPECIFICA;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;SAO PAULO;SP;SUDESTE;ATIVA;;;;;
26546636000127;2016-11-16;ATIVIDADES PAISAGISTICAS;SERVICOS ADMINISTRATIVOS;SERVICOS;LARANJEIRAS DO SUL;PR;SUL;ATIVA;;;;;
46705804000197;2022-06-08;OUTRAS ATIVIDADES AUXILIARES DOS TRANSPORTES TERRESTRES NAO ESPECIFICADAS ANTERIORMENTE;TRANSPORTE;SERVICOS;MANHUACU;MG;SUDESTE;ATIVA;;;;;
37461533000180;2020-06-19;CABELEIREIROS MANICURE E PEDICURE;SERVICOS DIVERSOS;SERVICOS;FOZ DO IGUACU;PR;SUL;ATIVA;;;;;
33650035000125;2019-05-17;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;DIVINOPOLIS;MG;SUDESTE;ATIVA;;;;;
35890804000198;2020-01-04;CABELEIREIROS MANICURE E PEDICURE;SERVICOS DIVERSOS;SERVICOS;CURITIBA;PR;SUL;ATIVA;;;;;
30642028000193;2018-06-07;SERVICOS AMBULANTES DE ALIMENTACAO;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;CAUCAIA;CE;NORDESTE;ATIVA;;;;;
36039068000121;2020-01-17;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL;VAREJO;COMERCIO;GOVERNADOR VALADARES;MG;SUDESTE;ATIVA;;;;;
44049239000121;2021-10-28;TRANSPORTE RODOVIARIO DE CARGA EXCETO PRODUTOS PERIGOSOS E MUDANCAS MUNICIPAL;TRANSPORTE;SERVICOS;CAMBORIU;SC;SUL;ATIVA;;;;;
21835901000173;2015-02-07;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;SAO GONCALO;RJ;SUDESTE;ATIVA;;;;;
51410934000132;1981-02-09;CARTORIOS;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;PIRASSUNUNGA;SP;SUDESTE;ATIVA;;;;;
42802350000111;2021-07-21;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA EMPRESAS;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;OSASCO;SP;SUDESTE;ATIVA;;;;;
61110276000117;1989-07-31;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS MINIMERCADOS MERCEARIAS E ARMAZENS;VAREJO;COMERCIO;OSASCO;SP;SUDESTE;ATIVA;;;;;
29027250000105;2017-11-08;OUTROS ALOJAMENTOS NAO ESPECIFICADOS ANTERIORMENTE;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;TOUROS;RN;NORDESTE;ATIVA;;;;;
36712018000163;2020-03-18;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;RIO BRANCO;AC;NORTE;ATIVA;;;;;
43636872000153;2021-09-23;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;VAREJO;COMERCIO;SAO JOSE DA LAPA;MG;SUDESTE;ATIVA;;;;;
29581137000169;2018-01-31;CORRETAGEM NA COMPRA E VENDA E AVALIACAO DE IMOVEIS;SERVICOS ADMINISTRATIVOS;SERVICOS;BIGUACU;SC;SUL;ATIVA;;;;;
07982963000187;2006-04-19;COMERCIO ATACADISTA DE APARELHOS ELETRONICOS DE USO PESSOAL E DOMESTICO;ATACADO;COMERCIO;SAO PAULO;SP;SUDESTE;ATIVA;;;;;
28497538000172;2017-08-24;CABELEIREIROS MANICURE E PEDICURE;SERVICOS DIVERSOS;SERVICOS;SAO LEOPOLDO;RS;SUL;ATIVA;;;;;
41880495000178;2021-05-10;SERVICOS ESPECIALIZADOS PARA CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;ASSIS CHATEAUBRIAND;PR;SUL;ATIVA;;;;;
28248993000134;2017-07-24;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS MINIMERCADOS MERCEARIAS E ARMAZENS;VAREJO;COMERCIO;BURITIS;RO;NORTE;ATIVA;;;;;
41843245000168;2021-05-06;TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL;SERVICOS DE EDUCACAO;SERVICOS;BELO HORIZONTE;MG;SUDESTE;ATIVA;;;;;
13165909000141;2011-01-27;SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES;VAREJO;COMERCIO;CURITIBA;PR;SUL;ATIVA;;;;;
20722238000138;2014-07-28;COMERCIO VAREJISTA DE SUVENIRES BIJUTERIAS E ARTESANATOS;VAREJO;COMERCIO;JUIZ DE FORA;MG;SUDESTE;ATIVA;;;;;
47851426000112;2022-09-05;ATIVIDADE ODONTOLOGICA;SERVICOS DE SAUDE;SERVICOS;RECIFE;PE;NORDESTE;ATIVA;;;;;
32579819000141;2019-01-28;SERVICOS DE ENGENHARIA;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;GOIANIA;GO;CENTRO-OESTE;ATIVA;;;;;
35741359000102;2019-12-09;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;LIVRAMENTO DE NOSSA SENHORA;BA;NORDESTE;ATIVA;;;;;
32631471000194;2019-02-01;COMERCIO VAREJISTA DE CARNES ACOUGUES;VAREJO;COMERCIO;PIRANGI;SP;SUDESTE;ATIVA;;;;;
37025550000175;2020-04-28;TRANSPORTE RODOVIARIO DE CARGA EXCETO PRODUTOS PERIGOSOS E MUDANCAS MUNICIPAL;TRANSPORTE;SERVICOS;SAO PAULO;SP;SUDESTE;ATIVA;;;;;
34499598000127;2019-08-12;ENSINO DE ARTE E CULTURA NAO ESPECIFICADO ANTERIORMENTE;SERVICOS DE EDUCACAO;SERVICOS;JAU;SP;SUDESTE;ATIVA;;;;;
39588378000193;2020-10-27;COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS;VAREJO;COMERCIO;BELO HORIZONTE;MG;SUDESTE;ATIVA;;;;;
23623875000145;2015-11-09;INCORPORACAO DE EMPREENDIMENTOS IMOBILIARIOS;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;SANTA CLARA DO SUL;RS;SUL;ATIVA;;;;;
44505664000188;2021-12-07;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS MINIMERCADOS MERCEARIAS E ARMAZENS;VAREJO;COMERCIO;ALEGRETE;RS;SUL;ATIVA;;;;;
34075786000128;2019-07-01;COMERCIO ATACADISTA DE RESIDUOS E SUCATAS METALICOS;ATACADO;COMERCIO;BARUERI;SP;SUDESTE;ATIVA;;;;;
43777750000187;2021-10-05;FABRICACAO DE MAQUINAS E EQUIPAMENTOS PARA AS INDUSTRIAS DE ALIMENTOS BEBIDAS E FUMO PECAS E ACESSORIOS;SIDERURGICA-METALURGIA;INDUSTRIA;MARACANAU;CE;NORDESTE;ATIVA;;;;;
38155451000170;2020-08-19;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;SAO GONCALO;RJ;SUDESTE;ATIVA;;;;;
40416474000133;2021-01-15;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA;SERVICOS DIVERSOS;SERVICOS;MACAE;RJ;SUDESTE;ATIVA;;;;;
06140593000178;2004-02-20;ATIVIDADES DE INTERMEDIACAO E AGENCIAMENTO DE SERVICOS E NEGOCIOS EM GERAL EXCETO IMOBILIARIOS;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;SANTANA DE PARNAIBA;SP;SUDESTE;ATIVA;;;;;
28562917000107;2017-09-01;CABELEIREIROS MANICURE E PEDICURE;SERVICOS DIVERSOS;SERVICOS;GUARINOS;GO;CENTRO-OESTE;ATIVA;;;;;
08162666000239;2007-04-16;CRIACAO DE BOVINOS PARA CORTE;PRODUTOS DE AGROPECUARIA;AGROPECUARIA;MIRANTE DO PARANAPANEMA;SP;SUDESTE;ATIVA;;;;;
47138408000198;2022-07-13;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;VAREJO;COMERCIO;ARAGUARI;MG;SUDESTE;ATIVA;;;;;
29893249000155;2018-03-09;COMERCIO VAREJISTA DE OUTROS ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE;VAREJO;COMERCIO;SUZANO;SP;SUDESTE;ATIVA;;;;;
29771294000137;2018-02-25;ATIVIDADES DE SONORIZACAO E DE ILUMINACAO;SERVICOS DIVERSOS;SERVICOS;RIO DE JANEIRO;RJ;SUDESTE;ATIVA;;;;;
24904895000157;2016-05-31;COMERCIO VAREJISTA DE ANTIGUIDADES;VAREJO;COMERCIO;NITEROI;RJ;SUDESTE;ATIVA;;;;;
22001891000133;2015-03-08;CABELEIREIROS MANICURE E PEDICURE;SERVICOS DIVERSOS;SERVICOS;RIO DE JANEIRO;RJ;SUDESTE;ATIVA;;;;;
34551972000196;2019-08-15;RESTAURANTES E SIMILARES;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;UBERABA;MG;SUDESTE;ATIVA;;;;;
36206554000197;2020-01-31;CABELEIREIROS MANICURE E PEDICURE;SERVICOS DIVERSOS;SERVICOS;BALSAS;MA;NORDESTE;ATIVA;;;;;
37235230000140;2020-05-26;FABRICACAO DE PRODUTOS DIVERSOS NAO ESPECIFICADOS ANTERIORMENTE;DIVERSOS;INDUSTRIA;BLUMENAU;SC;SUL;ATIVA;;;;;
33268481000170;2019-04-05;MANUTENCAO E REPARACAO DE GERADORES TRANSFORMADORES E MOTORES ELETRICOS;SERVICOS DIVERSOS;SERVICOS;SINOP;MT;CENTRO-OESTE;ATIVA;;;;;
37167892000120;2020-05-18;SERVICOS DE COMUNICACAO MULTIMIDIA SCM;TELECOM;SERVICOS;CANAPOLIS;MG;SUDESTE;ATIVA;;;;;
20656839000190;2014-07-17;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;SAO PAULO;SP;SUDESTE;ATIVA;;;;;
16577858000315;2012-11-29;CULTIVO DE AMENDOIM;PRODUTOS DE AGROPECUARIA;AGROPECUARIA;ARIRANHA;SP;SUDESTE;ATIVA;;;;;
22873589000175;2015-07-17;COMERCIO VAREJISTA DE ARTIGOS DE CAMA MESA E BANHO;VAREJO;COMERCIO;PIEDADE DE PONTE NOVA;MG;SUDESTE;ATIVA;;;;;
14787828000146;2011-12-20;INSTALACAO DE OUTROS EQUIPAMENTOS NAO ESPECIFICADOS ANTERIORMENTE;SERVICOS DIVERSOS;SERVICOS;BELO HORIZONTE;MG;SUDESTE;ATIVA;;;;;
24383890000126;2016-03-14;OUTROS REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO ESPECIALIZADO EM PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;ATACADO;COMERCIO;RIO DE JANEIRO;RJ;SUDESTE;ATIVA;;;;;
35542502000129;2019-11-18;FABRICACAO DE ESQUADRIAS DE METAL;SIDERURGICA-METALURGIA;INDUSTRIA;MESQUITA;RJ;SUDESTE;ATIVA;;;;;
00238295000139;1983-05-05;COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS SEM MANIPULACAO DE FORMULAS;VAREJO;COMERCIO;TRINDADE;GO;CENTRO-OESTE;ATIVA;;;;;
14958620000142;2012-01-30;RESTAURANTES E SIMILARES;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;CONGONHAL;MG;SUDESTE;ATIVA;;;;;
37453325000130;2020-06-18;SUPORTE TECNICO MANUTENCAO E OUTROS SERVICOS EM TECNOLOGIA DA INFORMACAO;INDUSTRIA DIGITAL;SERVICOS;RIO DE JANEIRO;RJ;SUDESTE;ATIVA;;;;;
40089774000155;2020-12-11;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MERCADORIAS EM GERAL NAO ESPECIALIZADO;ATACADO;COMERCIO;JUNDIAI;SP;SUDESTE;ATIVA;;;;;
36941716000130;2020-04-15;OUTRAS ATIVIDADES AUXILIARES DOS TRANSPORTES TERRESTRES NAO ESPECIFICADAS ANTERIORMENTE;TRANSPORTE;SERVICOS;SAO PAULO;SP;SUDESTE;ATIVA;;;;;
29744778663897;2009-12-14;ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS;SERVICOS DIVERSOS;SERVICOS;RIACHO DE SANTANA;BA;NORDESTE;ATIVA;;;;;
34239050000148;2019-07-17;COMERCIO A VAREJO DE PECAS E ACESSORIOS USADOS PARA VEICULOS AUTOMOTORES;VAREJO;COMERCIO;PALHOCA;SC;SUL;ATIVA;;;;;
29424652000135;1975-10-09;ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS;SERVICOS DIVERSOS;SERVICOS;NOVA IGUACU;RJ;SUDESTE;ATIVA;;;;;
23406841000107;2015-10-05;LAVANDERIAS;SERVICOS DIVERSOS;SERVICOS;PARNAMIRIM;RN;NORDESTE;ATIVA;;;;;
02340979000504;2008-10-24;SUPORTE TECNICO MANUTENCAO E OUTROS SERVICOS EM TECNOLOGIA DA INFORMACAO;INDUSTRIA DIGITAL;SERVICOS;ARACATUBA;SP;SUDESTE;ATIVA;;;;;
29646729000111;2018-02-07;ATIVIDADES DE ADMINISTRACAO DE FUNDOS POR CONTRATO OU COMISSAO;BENS DE CAPITAL;SERVICOS;SANGAO;SC;SUL;ATIVA;;;;;
41671455000116;2021-04-22;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;SAO CARLOS;SP;SUDESTE;ATIVA;;;;;
04513963000140;2001-03-22;ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS;SERVICOS DIVERSOS;SERVICOS;CUIABA;MT;CENTRO-OESTE;ATIVA;;;;;
48093554000107;2022-09-27;TRANSPORTE RODOVIARIO DE CARGA EXCETO PRODUTOS PERIGOSOS E MUDANCAS MUNICIPAL;TRANSPORTE;SERVICOS;SALVADOR;BA;NORDESTE;ATIVA;;;;;
38371062000182;2020-09-08;OUTRAS OBRAS DE ACABAMENTO DA CONSTRUCAO;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;SERRANOPOLIS DO IGUACU;PR;SUL;ATIVA;;;;;
01699468000189;1997-01-27;COMERCIO VAREJISTA DE BICICLETAS E TRICICLOS PECAS E ACESSORIOS;VAREJO;COMERCIO;VARZEA PAULISTA;SP;SUDESTE;ATIVA;;;;;
07804499000139;2005-12-28;LANCHONETES CASAS DE CHA DE SUCOS E SIMILARES;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;SANTO AUGUSTO;RS;SUL;ATIVA;;;;;
19006262000191;2013-10-03;COMERCIO VAREJISTA DE MOVEIS;VAREJO;COMERCIO;CARMO DO PARANAIBA;MG;SUDESTE;ATIVA;;;;;
07468859000179;2005-06-23;ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS;SERVICOS DIVERSOS;SERVICOS;BONITO;PE;NORDESTE;ATIVA;;;;;
41734975000120;2021-04-28;TREINAMENTO EM INFORMATICA;SERVICOS DE EDUCACAO;SERVICOS;ITABERA;SP;SUDESTE;ATIVA;;;;;
45644652000105;2022-03-14;OBRAS DE ALVENARIA;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;PORTO ALEGRE;RS;SUL;ATIVA;;;;;
45642979000130;2022-03-14;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;MAUA;SP;SUDESTE;ATIVA;;;;;
39638668000102;2020-11-02;SERVICOS DOMESTICOS;SERVICOS DIVERSOS;SERVICOS;MANAUS;AM;NORTE;ATIVA;;;;;
10960932000130;2009-02-11;CORRETORES E AGENTES DE SEGUROS DE PLANOS DE PREVIDENCIA COMPLEMENTAR E DE SAUDE;BENS DE CAPITAL;SERVICOS;SAO PAULO;SP;SUDESTE;ATIVA;;;;;
35589039000170;2019-11-22;LANCHONETES CASAS DE CHA DE SUCOS E SIMILARES;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;CATAGUASES;MG;SUDESTE;ATIVA;;;;;
33196845000153;2019-03-30;ATIVIDADES DE FORNECIMENTO DE INFRA ESTRUTURA DE APOIO E ASSISTENCIA A PACIENTE NO DOMICILIO;SERVICOS DE SAUDE;SERVICOS;RIO DE JANEIRO;RJ;SUDESTE;ATIVA;;;;;
40455288000103;2021-01-19;INSTALACAO E MANUTENCAO DE SISTEMAS CENTRAIS DE AR CONDICIONADO DE VENTILACAO E REFRIGERACAO;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;SAO BERNARDO DO CAMPO;SP;SUDESTE;ATIVA;;;;;
