cnpj;dt_abertura;de_cnae_principal;de_ramo_atividade;de_setor;endereco_municipio;endereco_uf;endereco_regiao;situacao_cadastral;empresa_porte;optante_simples;optante_simei;nivel_atividade;saude_tributaria
00375358000107;1994-12-09;LOJAS DE DEPARTAMENTOS OU MAGAZINES EXCETO LOJAS FRANCAS DUTY FREE;VAREJO;COMERCIO;CORDEIRO;RJ;SUDESTE;ATIVA;;;;;
47864247000110;2022-09-06;COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE;VAREJO;COMERCIO;SUMARE;SP;SUDESTE;ATIVA;;;;;
26860400000241;2021-09-24;CULTIVO DE SERINGUEIRA;PRODUTOS DE AGROPECUARIA;AGROPECUARIA;NOVA GRANADA;SP;SUDESTE;ATIVA;;;;;
40675549000109;2021-02-02;TRANSPORTE RODOVIARIO DE CARGA EXCETO PRODUTOS PERIGOSOS E MUDANCAS MUNICIPAL;TRANSPORTE;SERVICOS;SAO PAULO;SP;SUDESTE;ATIVA;;;;;
41906007000154;2021-05-11;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;SANTA BARBARA D OESTE;SP;SUDESTE;ATIVA;;;;;
41849416000166;2021-05-06;REPARACAO E MANUTENCAO DE EQUIPAMENTOS DE COMUNICACAO;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;QUIXADA;CE;NORDESTE;ATIVA;;;;;
41906369000145;2021-05-11;OUTRAS ATIVIDADES DE TELECOMUNICACOES NAO ESPECIFICADAS ANTERIORMENTE;TELECOM;SERVICOS;POA;SP;SUDESTE;ATIVA;;;;;
13120371000159;2010-09-22;CONDOMINIOS PREDIAIS;SERVICOS ADMINISTRATIVOS;SERVICOS;TAQUARA;RS;SUL;ATIVA;;;;;
23738980000120;2015-11-26;TRANSPORTE RODOVIARIO DE CARGA EXCETO PRODUTOS PERIGOSOS E MUDANCAS MUNICIPAL;TRANSPORTE;SERVICOS;FLORIANO;PI;NORDESTE;ATIVA;;;;;
52911906000323;2010-02-26;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;BRAGANCA PAULISTA;SP;SUDESTE;ATIVA;;;;;
29656132000158;2018-02-08;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;VAREJO;COMERCIO;SAO PAULO;SP;SUDESTE;ATIVA;;;;;
42071160000171;2021-05-25;ATIVIDADES DE PSICOLOGIA E PSICANALISE;SERVICOS DE SAUDE;SERVICOS;BURITI ALEGRE;GO;CENTRO-OESTE;ATIVA;;;;;
06052336011542;2021-06-14;SERVICOS DE FUNERARIAS;SERVICOS DIVERSOS;SERVICOS;NOVA RUSSAS;CE;NORDESTE;ATIVA;;;;;
37590976000171;2020-07-02;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA;SERVICOS DIVERSOS;SERVICOS;APARECIDA DE GOIANIA;GO;CENTRO-OESTE;ATIVA;;;;;
35173540000151;2019-09-20;ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS PATRONAIS E EMPRESARIAIS;SERVICOS DIVERSOS;SERVICOS;PIRACICABA;SP;SUDESTE;ATIVA;;;;;
44803769000113;2022-01-10;SERVICOS DE ENTREGA RAPIDA;TRANSPORTE;SERVICOS;BRASILIA;DF;CENTRO-OESTE;ATIVA;;;;;
01164424000154;1996-04-25;FORMACAO DE CONDUTORES;SERVICOS DE EDUCACAO;SERVICOS;BELO HORIZONTE;MG;SUDESTE;ATIVA;;;;;
44133719000176;2021-11-05;OBRAS DE ALVENARIA;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;BRASILIA;DF;CENTRO-OESTE;ATIVA;;;;;
46876581000120;2022-06-22;TRANSPORTE RODOVIARIO DE CARGA EXCETO PRODUTOS PERIGOSOS E MUDANCAS MUNICIPAL;TRANSPORTE;SERVICOS;JUIZ DE FORA;MG;SUDESTE;ATIVA;;;;;
30136772000116;2018-04-07;SERVICOS DOMESTICOS;SERVICOS DIVERSOS;SERVICOS;FELIXLANDIA;MG;SUDESTE;ATIVA;;;;;
46702750000106;2022-06-07;INSTALACAO E MANUTENCAO ELETRICA;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;BAURU;SP;SUDESTE;ATIVA;;;;;
47467864000181;2022-08-08;EDICAO DE CADASTROS LISTAS E DE OUTROS PRODUTOS GRAFICOS;TELECOM;SERVICOS;CARATINGA;MG;SUDESTE;ATIVA;;;;;
21317584000101;2014-10-30;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL DISPENSADA;VAREJO;COMERCIO;FREI INOCENCIO;MG;SUDESTE;ATIVA;;;;;
47152805000114;2022-07-14;CONFECCAO DE PECAS DE VESTUARIO EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA;BENS DE CONSUMO;INDUSTRIA;BRACO DO NORTE;SC;SUL;ATIVA;;;;;
47148049000150;2022-07-14;PROMOCAO DE VENDAS;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;SERRA;ES;SUDESTE;ATIVA;;;;;
36516171000115;2020-03-02;COMERCIO VAREJISTA DE SUVENIRES BIJUTERIAS E ARTESANATOS;VAREJO;COMERCIO;CURITIBA;PR;SUL;ATIVA;;;;;
07320510000276;2008-03-03;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;VAREJO;COMERCIO;LUIS EDUARDO MAGALHAES;BA;NORDESTE;ATIVA;;;;;
20587910000120;2014-07-07;COMERCIO VAREJISTA DE COSMETICOS PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;VAREJO;COMERCIO;SANTO ANTONIO DE PADUA;RJ;SUDESTE;ATIVA;;;;;
11398712000127;2009-12-14;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;VAREJO;COMERCIO;SAO JOAO DE MERITI;RJ;SUDESTE;ATIVA;;;;;
17082447001121;1996-09-02;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;PETROPOLIS;RJ;SUDESTE;ATIVA;;;;;
30524316000143;2018-05-22;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;MARICA;RJ;SUDESTE;ATIVA;;;;;
20193420000149;2014-05-06;COMERCIO VAREJISTA DE ANIMAIS VIVOS E DE ARTIGOS E ALIMENTOS PARA ANIMAIS DE ESTIMACAO;VAREJO;COMERCIO;NOVA FRIBURGO;RJ;SUDESTE;ATIVA;;;;;
37188161000160;2019-12-06;ATIVIDADES DE ATENDIMENTO HOSPITALAR EXCETO PRONTO SOCORRO E UNIDADES PARA ATENDIMENTO A URGENCIAS;SERVICOS DE SAUDE;SERVICOS;ALTINHO;PE;NORDESTE;ATIVA;;;;;
20585830000135;2014-07-07;PROMOCAO DE VENDAS;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;SAO PAULO;SP;SUDESTE;ATIVA;;;;;
21953021000100;1986-04-14;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;SANTA RITA DO SAPUCAI;MG;SUDESTE;ATIVA;;;;;
06328947001001;2013-10-18;LABORATORIOS CLINICOS;SERVICOS DE SAUDE;SERVICOS;BARRO;CE;NORDESTE;ATIVA;;;;;
35317914000165;2019-10-25;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MEDICAMENTOS COSMETICOS E PRODUTOS DE PERFUMARIA;ATACADO;COMERCIO;VARZEA GRANDE;MT;CENTRO-OESTE;ATIVA;;;;;
08058723000234;2014-11-25;COMERCIO VAREJISTA DE CALCADOS;VAREJO;COMERCIO;CURITIBA;PR;SUL;ATIVA;;;;;
31609853000159;2018-09-26;TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL;SERVICOS DE EDUCACAO;SERVICOS;POCOS DE CALDAS;MG;SUDESTE;ATIVA;;;;;
23829839000132;2015-12-11;COMERCIO VAREJISTA DE MOVEIS;VAREJO;COMERCIO;CAMPO GRANDE;MS;CENTRO-OESTE;ATIVA;;;;;
18880520000100;2013-09-16;COMERCIO VAREJISTA DE BEBIDAS;VAREJO;COMERCIO;MIRACEMA DO TOCANTINS;TO;NORTE;ATIVA;;;;;
01955907000177;1997-02-17;CONDOMINIOS PREDIAIS;SERVICOS ADMINISTRATIVOS;SERVICOS;CONTAGEM;MG;SUDESTE;ATIVA;;;;;
48283249000188;2022-10-14;OBRAS DE ACABAMENTO EM GESSO E ESTUQUE;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;MARCACAO;PB;NORDESTE;ATIVA;;;;;
28181567000120;2017-07-13;SERVICOS DE PINTURA DE EDIFICIOS EM GERAL;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;ALMIRANTE TAMANDARE;PR;SUL;ATIVA;;;;;
42357807000126;2021-06-16;COMERCIO VAREJISTA DE ANIMAIS VIVOS E DE ARTIGOS E ALIMENTOS PARA ANIMAIS DE ESTIMACAO;VAREJO;COMERCIO;SAO JOSE;SC;SUL;ATIVA;;;;;
13848589000124;2011-06-22;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;RIO DE JANEIRO;RJ;SUDESTE;ATIVA;;;;;
36161587000168;2020-01-28;ALUGUEL DE IMOVEIS PROPRIOS;SERVICOS ADMINISTRATIVOS;SERVICOS;JOACABA;SC;SUL;ATIVA;;;;;
21252385000154;2014-10-19;SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES;VAREJO;COMERCIO;OLINDA;PE;NORDESTE;ATIVA;;;;;
31512512000160;2018-09-14;COMERCIO VAREJISTA DE ARTIGOS DE JOALHERIA;VAREJO;COMERCIO;SAO PAULO;SP;SUDESTE;ATIVA;;;;;
41345216000176;1995-03-08;ATIVIDADES DE ORGANIZACOES SINDICAIS;SERVICOS DIVERSOS;SERVICOS;SENADOR POMPEU;CE;NORDESTE;ATIVA;;;;;
12519662000151;2010-09-09;CRIACAO DE BOVINOS PARA CORTE;PRODUTOS DE AGROPECUARIA;AGROPECUARIA;CANDEIAS DO JAMARI;RO;NORTE;ATIVA;;;;;
31031528000151;2018-07-26;LIMPEZA EM PREDIOS E EM DOMICILIOS;SERVICOS ADMINISTRATIVOS;SERVICOS;SAO PAULO;SP;SUDESTE;ATIVA;;;;;
09555853000164;2008-04-11;OUTRAS ATIVIDADES DE SERVICOS PRESTADOS PRINCIPALMENTE AS EMPRESAS NAO ESPECIFICADAS ANTERIORMENTE;SERVICOS ADMINISTRATIVOS;SERVICOS;SAO PAULO;SP;SUDESTE;ATIVA;;;;;
43306515000208;2021-11-16;COMERCIO VAREJISTA DE ARTIGOS ESPORTIVOS DISPENSADA;VAREJO;COMERCIO;ITAJAI;SC;SUL;ATIVA;;;;;
08001963000200;2021-03-04;CULTIVO DE CANA DE ACUCAR;PRODUTOS DE AGROPECUARIA;AGROPECUARIA;DESCALVADO;SP;SUDESTE;ATIVA;;;;;
45721542000191;2022-03-21;OUTRAS ATIVIDADES DE ENSINO NAO ESPECIFICADAS ANTERIORMENTE;SERVICOS DE EDUCACAO;SERVICOS;CRUZ DAS ALMAS;BA;NORDESTE;ATIVA;;;;;
31863139000192;2018-10-25;SERVICOS DE USINAGEM TORNEARIA E SOLDA;SIDERURGICA-METALURGIA;INDUSTRIA;MARINGA;PR;SUL;ATIVA;;;;;
32313110000108;2018-12-26;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS MINIMERCADOS MERCEARIAS E ARMAZENS;VAREJO;COMERCIO;CAMPOS BELOS;GO;CENTRO-OESTE;ATIVA;;;;;
14289959000284;2019-02-27;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL;VAREJO;COMERCIO;JUNCO DO SERIDO;PB;NORDESTE;ATIVA;;;;;
30311251000158;2018-04-26;TRANSPORTE RODOVIARIO DE MUDANCAS;TRANSPORTE;SERVICOS;AVARE;SP;SUDESTE;ATIVA;;;;;
42663822000100;2021-07-10;COMERCIO VAREJISTA DE PRODUTOS SANEANTES DOMISSANITARIOS;VAREJO;COMERCIO;SANTANA DE PARNAIBA;SP;SUDESTE;ATIVA;;;;;
40495138000123;2021-01-21;FABRICACAO DE PRODUTOS DIVERSOS NAO ESPECIFICADOS ANTERIORMENTE;DIVERSOS;INDUSTRIA;CURITIBA;PR;SUL;ATIVA;;;;;
07639984000102;2005-09-28;COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE;VAREJO;COMERCIO;MARIALVA;PR;SUL;ATIVA;;;;;
21623588000100;2015-01-06;OUTRAS ATIVIDADES AUXILIARES DOS TRANSPORTES TERRESTRES NAO ESPECIFICADAS ANTERIORMENTE;TRANSPORTE;SERVICOS;FAZENDA RIO GRANDE;PR;SUL;ATIVA;;;;;
24065079000105;2016-01-26;LOTEAMENTO DE IMOVEIS PROPRIOS;SERVICOS ADMINISTRATIVOS;SERVICOS;VILA FLORES;RS;SUL;ATIVA;;;;;
43117234000126;2021-08-13;CABELEIREIROS MANICURE E PEDICURE;SERVICOS DIVERSOS;SERVICOS;BRASILIA;DF;CENTRO-OESTE;ATIVA;;;;;
24072606000109;2016-01-28;SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES;VAREJO;COMERCIO;MARECHAL CANDIDO RONDON;PR;SUL;ATIVA;;;;;
01576033000147;1996-12-02;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;VAREJO;COMERCIO;ARACATUBA;SP;SUDESTE;ATIVA;;;;;
36284132000130;2020-02-06;PROMOCAO DE VENDAS;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;BARRA BONITA;SP;SUDESTE;ATIVA;;;;;
45619858000177;2022-03-11;INSTALACAO E MANUTENCAO ELETRICA;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;BAGE;RS;SUL;ATIVA;;;;;
33064850000102;2019-03-18;OBRAS DE ALVENARIA;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;BRASILIA;DF;CENTRO-OESTE;ATIVA;;;;;
19481431000145;1977-07-14;ATIVIDADES DE ORGANIZACOES SINDICAIS;SERVICOS DIVERSOS;SERVICOS;PIRAUBA;MG;SUDESTE;ATIVA;;;;;
40947472000170;2021-02-22;CABELEIREIROS MANICURE E PEDICURE;SERVICOS DIVERSOS;SERVICOS;PALMAS;PR;SUL;ATIVA;;;;;
40940663000100;2021-02-22;COMERCIO VAREJISTA DE COSMETICOS PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;VAREJO;COMERCIO;ARAGUAINA;TO;NORTE;ATIVA;;;;;
39928738000159;2020-11-26;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;SANTO ANDRE;SP;SUDESTE;ATIVA;;;;;
33882126000196;2019-06-10;ATIVIDADE MEDICA AMBULATORIAL RESTRITA A CONSULTAS;SERVICOS DE SAUDE;SERVICOS;SAO LUIS;MA;NORDESTE;ATIVA;;;;;
07817722000182;2006-02-02;CONSTRUCAO DE EDIFICIOS;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;SAO LUIS;MA;NORDESTE;ATIVA;;;;;
05908905000188;2003-09-12;SERVICOS ADVOCATICIOS;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;BELO HORIZONTE;MG;SUDESTE;ATIVA;;;;;
38260588000195;2020-08-28;SERVICOS AMBULANTES DE ALIMENTACAO;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;SAO GABRIEL DO OESTE;MS;CENTRO-OESTE;ATIVA;;;;;
33373480000195;2019-04-16;SERVICOS DE ENGENHARIA;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;CRISTALINA;GO;CENTRO-OESTE;ATIVA;;;;;
30584591000152;2018-05-29;SERVICOS DE PRE IMPRESSAO;PAPEL E CELULOSE;INDUSTRIA;SAO PAULO;SP;SUDESTE;ATIVA;;;;;
47833936000167;2022-09-04;TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL;SERVICOS DE EDUCACAO;SERVICOS;SAO LOURENCO DO SUL;RS;SUL;ATIVA;;;;;
33323355000170;2019-04-11;CABELEIREIROS MANICURE E PEDICURE;SERVICOS DIVERSOS;SERVICOS;MONGAGUA;SP;SUDESTE;ATIVA;;;;;
14736453000357;2022-04-06;COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS SEM MANIPULACAO DE FORMULAS;VAREJO;COMERCIO;SAO PAULO;SP;SUDESTE;ATIVA;;;;;
47264036000146;2022-07-23;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;VILA VELHA;ES;SUDESTE;ATIVA;;;;;
34364226000193;2019-07-30;OBRAS DE ALVENARIA;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;SAO CARLOS;SP;SUDESTE;ATIVA;;;;;
45356292006179;1995-01-01;ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS;SERVICOS DIVERSOS;SERVICOS;SAO CARLOS;SP;SUDESTE;ATIVA;;;;;
35371398000157;2019-10-31;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;VAREJO;COMERCIO;SETE LAGOAS;MG;SUDESTE;ATIVA;;;;;
29497950000155;2018-01-22;CONFECCAO DE PECAS DE VESTUARIO EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA;BENS DE CONSUMO;INDUSTRIA;GASPAR;SC;SUL;ATIVA;;;;;
37776470000151;2020-07-19;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS MINIMERCADOS MERCEARIAS E ARMAZENS;VAREJO;COMERCIO;RIO DE JANEIRO;RJ;SUDESTE;ATIVA;;;;;
47873951000139;2022-09-08;MANUTENCAO E REPARACAO DE MAQUINAS E EQUIPAMENTOS PARA USO GERAL NAO ESPECIFICADOS ANTERIORMENTE;SERVICOS DIVERSOS;SERVICOS;SINOP;MT;CENTRO-OESTE;ATIVA;;;;;
39569214000119;2020-10-26;PROMOCAO DE VENDAS;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;BELO HORIZONTE;MG;SUDESTE;ATIVA;;;;;
26234795000439;2022-07-27;TRANSPORTE RODOVIARIO DE PRODUTOS PERIGOSOS;TRANSPORTE;SERVICOS;CRATO;CE;NORDESTE;ATIVA;;;;;
46281066000106;2022-05-05;ATIVIDADES DE POS PRODUCAO CINEMATOGRAFICA DE VIDEOS E DE PROGRAMAS DE TELEVISAO NAO ESPECIFICADAS ANTERIORMENTE;TELECOM;SERVICOS;SAO PAULO;SP;SUDESTE;ATIVA;;;;;
37722069000139;2020-07-14;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL;VAREJO;COMERCIO;SAO PAULO;SP;SUDESTE;ATIVA;;;;;
40514502000155;2021-01-22;SERVICOS COMBINADOS DE ESCRITORIO E APOIO ADMINISTRATIVO DISPENSADA;SERVICOS ADMINISTRATIVOS;SERVICOS;BRUSQUE;SC;SUL;ATIVA;;;;;
36094477000120;2020-01-22;SERVICOS DE ORGANIZACAO DE FEIRAS CONGRESSOS EXPOSICOES E FESTAS;SERVICOS ADMINISTRATIVOS;SERVICOS;BRASILIA;DF;CENTRO-OESTE;ATIVA;;;;;
61486650102261;2019-01-08;LABORATORIOS CLINICOS;SERVICOS DE SAUDE;SERVICOS;CARPINA;PE;NORDESTE;ATIVA;;;;;
07835021000176;2006-01-24;SERVICOS DE MALOTE NAO REALIZADOS PELO CORREIO NACIONAL;TRANSPORTE;SERVICOS;PORTO ALEGRE;RS;SUL;ATIVA;;;;;
35861963000164;2019-12-29;LANCHONETES CASAS DE CHA DE SUCOS E SIMILARES;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;CAPAO BONITO;SP;SUDESTE;ATIVA;;;;;
32488293000194;2019-01-18;SERVICO DE TAXI;TRANSPORTE;SERVICOS;RECIFE;PE;NORDESTE;ATIVA;;;;;
14998371001603;2006-12-13;COMERCIO ATACADISTA DE PRODUTOS ALIMENTICIOS EM GERAL;ATACADO;COMERCIO;MACEIO;AL;NORDESTE;ATIVA;;;;;
14889899000150;2012-01-17;CONFECCAO SOB MEDIDA DE PECAS DO VESTUARIO EXCETO ROUPAS INTIMAS;BENS DE CONSUMO;INDUSTRIA;AUGUSTO PESTANA;RS;SUL;ATIVA;;;;;
66842584000150;1992-11-20;CONDOMINIOS PREDIAIS;SERVICOS ADMINISTRATIVOS;SERVICOS;ITU;SP;SUDESTE;ATIVA;;;;;
32977792000145;2019-03-10;OBRAS DE ALVENARIA;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;IMBITUBA;SC;SUL;ATIVA;;;;;
07888705000136;2006-03-02;COMERCIO ATACADISTA DE PRODUTOS SIDERURGICOS E METALURGICOS EXCETO PARA CONSTRUCAO;ATACADO;COMERCIO;SAO PAULO;SP;SUDESTE;ATIVA;;;;;
32539866000161;2019-01-23;CABELEIREIROS MANICURE E PEDICURE;SERVICOS DIVERSOS;SERVICOS;SAO PAULO;SP;SUDESTE;ATIVA;;;;;
74055047000199;1993-12-16;COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS;VAREJO;COMERCIO;CURITIBA;PR;SUL;ATIVA;;;;;
64742802000150;1990-10-25;FABRICACAO DE FORMULARIOS CONTINUOS;PAPEL E CELULOSE;INDUSTRIA;SAO PAULO;SP;SUDESTE;ATIVA;;;;;
25902679000135;2016-08-16;TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL;SERVICOS DE EDUCACAO;SERVICOS;LORENA;SP;SUDESTE;ATIVA;;;;;
34990308000143;2019-09-25;CABELEIREIROS MANICURE E PEDICURE;SERVICOS DIVERSOS;SERVICOS;BARUERI;SP;SUDESTE;ATIVA;;;;;
35011512000138;2019-09-27;OBRAS DE ALVENARIA;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;PORTO ALEGRE;RS;SUL;ATIVA;;;;;
42353973000154;2021-06-16;COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE;VAREJO;COMERCIO;RIBEIRAO PRETO;SP;SUDESTE;ATIVA;;;;;
42413857000183;2021-06-21;ATIVIDADES DE PRODUCAO DE FOTOGRAFIAS EXCETO AEREA E SUBMARINA;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;NITEROI;RJ;SUDESTE;ATIVA;;;;;
42441007000199;2021-06-23;PROMOCAO DE VENDAS;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;SOCORRO;SP;SUDESTE;ATIVA;;;;;
17261676000131;2012-12-05;COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE;VAREJO;COMERCIO;LINHARES;ES;SUDESTE;ATIVA;;;;;
42449716000110;2021-06-23;RESTAURANTES E SIMILARES;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;PORTO SEGURO;BA;NORDESTE;ATIVA;;;;;
42478387000136;2021-06-25;FABRICACAO DE BIJUTERIAS E ARTEFATOS SEMELHANTES;DIVERSOS;INDUSTRIA;PORTO ALEGRE;RS;SUL;ATIVA;;;;;
41056089000195;2021-03-02;PREPARACAO DE DOCUMENTOS E SERVICOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NAO ESPECIFICADOS ANTERIORMENTE;SERVICOS ADMINISTRATIVOS;SERVICOS;SOROCABA;SP;SUDESTE;ATIVA;;;;;
04454016000125;2001-05-11;TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL;SERVICOS DE EDUCACAO;SERVICOS;SAO JOSE DOS CAMPOS;SP;SUDESTE;ATIVA;;;;;
02536336000107;1998-05-25;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;VAREJO;COMERCIO;LUCELIA;SP;SUDESTE;ATIVA;;;;;
23065900000112;2015-08-14;OUTRAS ATIVIDADES AUXILIARES DOS TRANSPORTES TERRESTRES NAO ESPECIFICADAS ANTERIORMENTE;TRANSPORTE;SERVICOS;FORTALEZA;CE;NORDESTE;ATIVA;;;;;
40054078000103;2020-12-08;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;RECIFE;PE;NORDESTE;ATIVA;;;;;
01517999000103;1996-11-01;CONFECCAO DE PECAS DE VESTUARIO EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA;BENS DE CONSUMO;INDUSTRIA;SALVADOR;BA;NORDESTE;ATIVA;;;;;
37982668000191;2020-08-05;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR DISPENSADA;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;TEIXEIRA DE FREITAS;BA;NORDESTE;ATIVA;;;;;
35842942000100;2019-12-23;REPARACAO E MANUTENCAO DE COMPUTADORES E DE EQUIPAMENTOS PERIFERICOS;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;CRUZ ALTA;RS;SUL;ATIVA;;;;;
20231044000130;2014-05-12;CABELEIREIROS MANICURE E PEDICURE;SERVICOS DIVERSOS;SERVICOS;ITAPORANGA;SP;SUDESTE;ATIVA;;;;;
37970108000117;2020-08-04;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;MANAUS;AM;NORTE;ATIVA;;;;;
31346469000100;2018-08-27;ATIVIDADE ODONTOLOGICA;SERVICOS DE SAUDE;SERVICOS;BARRA MANSA;RJ;SUDESTE;ATIVA;;;;;
41993812000162;2021-05-18;CONFECCAO DE ROUPAS INTIMAS;BENS DE CONSUMO;INDUSTRIA;MANHUMIRIM;MG;SUDESTE;ATIVA;;;;;
47170862000126;2022-07-15;SERVICOS DE LANTERNAGEM OU FUNILARIA E PINTURA DE VEICULOS AUTOMOTORES;VAREJO;COMERCIO;BENEDITO NOVO;SC;SUL;ATIVA;;;;;
26503443000199;2016-11-08;LOJAS DE VARIEDADES EXCETO LOJAS DE DEPARTAMENTOS OU MAGAZINES;VAREJO;COMERCIO;CASCAVEL;PR;SUL;ATIVA;;;;;
46190832000119;2022-04-28;SERVICO DE PREPARACAO DE TERRENO CULTIVO E COLHEITA;PRODUTOS DE AGROPECUARIA;AGROPECUARIA;PARAUAPEBAS;PA;NORTE;ATIVA;;;;;
17498233000169;2013-01-11;CONSTRUCAO DE EDIFICIOS;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;MOGI GUACU;SP;SUDESTE;ATIVA;;;;;
